current_time,latitude,longitude,speed,miles,miles_lap,rtc,millis,rpm,input_voltage,motor_watt,motor_tempMosfet,motor_tempMotor,motor_current,battery_current,motor_dutyCycle,motor_error,rasp_temp,battery_ampere,battery_voltage,charge,battery_temperature,autonomy
12:57:58.040,43.73727,7.428015,0.0,0.4,0.0, ,3119083,-1.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,54,0.6,98.7,93.0,36,
12:57:58.546,43.73727,7.428015,0.0,0.4,0.0, ,3119589,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,54,0.6,98.7,93.0,36,
12:57:59.247,43.73727,7.428015,0.0,0.4,0.0, ,3120296,0.00,96.40,151.21,26.40,20.10,0.00,0.00,0.00,0.0,53,0.6,98.7,93.0,36,
12:57:59.763,43.73727,7.428015,0.0,0.4,0.0, ,3120801,1.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,53,0.6,98.7,93.0,36,
12:58:00.569,43.73727,7.428015,0.0,0.4,0.0, ,3121610,0.00,96.40,151.21,26.50,20.00,0.00,0.00,0.00,0.0,53,0.7,98.7,93.0,36,
12:58:01.208,43.73727,7.428015,0.0,0.4,0.0, ,3122216,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,52,0.8,98.7,93.0,36,
12:58:01.718,43.73727,7.428015,0.0,0.4,0.0, ,3122721,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,53,0.8,98.7,93.0,36,
12:58:02.290,43.73727,7.428015,0.0,0.4,0.0, ,3123328,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,54,0.8,98.7,93.0,36,
12:58:02.989,43.73727,7.428015,0.0,0.4,0.0, ,3124035,0.00,96.40,151.21,26.50,20.00,0.00,0.00,0.00,0.0,53,0.8,98.7,93.0,36,
12:58:03.798,43.73727,7.428015,0.0,0.4,0.0, ,3124843,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,53,0.8,98.7,93.0,36,
12:58:04.313,43.73727,7.428015,0.0,0.4,0.0, ,3125349,0.00,96.40,151.21,26.40,19.90,0.00,0.00,0.00,0.0,54,0.5,98.7,93.0,36,
12:58:04.820,43.73727,7.428015,0.0,0.4,0.0, ,3125854,1.00,96.40,151.21,26.40,20.10,0.00,0.00,-0.00,0.0,53,0.5,98.7,93.0,36,
12:58:05.458,43.73727,7.428015,0.0,0.4,0.0, ,3126460,1.00,96.40,151.21,26.50,20.00,0.00,0.00,0.00,0.0,53,0.6,98.7,93.0,36,
12:58:06.235,43.73727,7.428015,0.0,0.4,0.0, ,3127269,0.00,96.40,151.21,26.50,20.00,0.00,0.00,0.00,0.0,53,0.6,98.7,93.0,36,
12:58:06.742,43.73727,7.428015,0.0,0.4,0.0, ,3127774,-1.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,53,0.6,98.7,93.0,36,
12:58:07.347,43.73727,7.428015,0.0,0.4,0.0, ,3128380,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,54,0.6,98.7,93.0,36,
12:58:08.149,43.73727,7.428015,0.0,0.4,0.0, ,3129189,-1.00,96.40,151.21,26.40,20.10,0.00,0.00,0.00,0.0,53,0.7,98.7,93.0,36,
12:58:08.757,43.73727,7.428015,0.0,0.4,0.0, ,3129795,0.00,96.40,151.21,26.40,20.10,0.00,0.00,0.00,0.0,52,0.7,98.7,93.0,36,
12:58:09.271,43.73727,7.428015,0.0,0.4,0.0, ,3130300,0.00,96.40,151.21,26.40,20.10,0.00,0.00,0.00,0.0,53,0.7,98.7,93.0,36,
12:58:10.072,43.73727,7.428015,0.0,0.4,0.0, ,3131109,0.00,96.40,151.21,26.50,20.10,0.00,0.00,0.00,0.0,55,0.8,98.7,93.0,36,
12:58:10.577,43.73727,7.428015,0.0,0.4,0.0, ,3131614,0.00,96.40,151.21,26.50,20.00,0.00,0.00,0.00,0.0,53,0.8,98.7,93.0,36,
12:58:11.295,43.73727,7.428015,0.0,0.4,0.0, ,3132321,0.00,96.40,151.21,26.40,20.10,0.00,0.00,0.00,0.0,53,0.8,98.7,93.0,35,
12:58:11.799,43.73727,7.428015,0.0,0.4,0.0, ,3132826,0.00,96.40,151.21,26.40,20.10,0.00,0.00,0.00,0.0,54,0.8,98.7,93.0,36,
12:58:12.500,43.73727,7.428015,0.0,0.4,0.0, ,3133534,-1.00,96.40,151.21,26.50,20.00,0.00,0.00,0.00,0.0,53,0.9,98.7,93.0,36,
12:58:13.013,43.73727,7.428015,0.0,0.4,0.0, ,3134039,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,53,0.8,98.7,93.0,36,
12:58:13.823,43.73727,7.428015,0.0,0.4,0.0, ,3134848,0.00,96.40,151.21,26.40,20.00,0.00,0.00,0.00,0.0,53,0.7,98.7,93.0,36,
current_time,latitude,longitude,speed,miles,miles_lap,rtc,millis,rpm,input_voltage,motor_watt,motor_tempMosfet,motor_tempMotor,motor_current,battery_current,motor_dutyCycle,motor_error,rasp_temp,battery_ampere,battery_voltage,charge,battery_temperature,autonomy
12:58:54.902,43.73708,7.428334,4.2,0.4,0.0, ,3175830, , , , , , , , ,nan,52,11.4,98.5,93.0,35,
12:58:55.555,43.737095,7.428336,3.6,0.4,0.0, ,3176483, , , , , , , , ,nan,53,11.0,98.5,93.0,35,
12:58:56.206,43.737105,7.428334,4.3,0.4,0.0, ,3177133, , , , , , , , ,nan,52,10.8,98.5,93.0,35,
12:58:56.756,43.73712,7.428331,4.9,0.4,0.0, ,3177679, , , , , , , , ,nan,53,11.4,98.5,93.0,35,
12:58:57.416,43.737133,7.42833,5.2,0.4,0.0, ,3178337, , , , , , , , ,nan,51,11.5,98.5,93.0,35,
12:58:57.989,43.737151,7.428325,5.6,0.4,0.0, ,3178973,-4296.00,96.30,157.31,27.50,20.80,0.00,0.00,-0.09,0.0,53,0.5,98.6,93.0,35,
12:58:58.707,43.73717,7.42832,5.1,0.4,0.0, ,3179680,-3541.00,96.30,157.31,27.40,20.70,0.00,0.00,-0.07,0.0,53,0.5,98.7,93.0,35,
12:58:59.315,43.737178,7.428313,4.7,0.4,0.0, ,3180286,-2640.00,96.30,157.31,27.40,20.80,0.00,0.00,-0.05,0.0,52,0.4,98.7,93.0,35,
12:58:59.986,43.737186,7.428306,4.3,0.4,0.0, ,3180911, , , , , , , , ,nan,52,10.5,98.5,93.0,35,
12:59:00.523,43.7372,7.428296,4.2,0.4,0.0, ,3181446, , , , , , , , ,nan,52,11.9,98.5,93.0,35,
12:59:01.160,43.737209,7.42829,4.0,0.4,0.0, ,3182083, , , , , , , , ,nan,53,5.2,98.6,93.0,35,
12:59:01.797,43.737225,7.428285,4.0,0.4,0.0, ,3182720, , , , , , , , ,nan,52,4.3,98.6,93.0,35,
12:59:02.331,43.737233,7.42828,3.3,0.4,0.0, ,3183253, , , , , , , , ,nan,52,4.4,98.6,93.0,35,
12:59:02.972,43.737241,7.428278,3.0,0.4,0.0, ,3183893, , , , , , , , ,nan,52,3.9,98.6,93.0,35,
12:59:03.507,43.737253,7.428276,2.4,0.4,0.0, ,3184427, , , , , , , , ,nan,52,4.3,98.6,93.0,35,
12:59:04.148,43.737258,7.428275,1.8,0.4,0.0, ,3185067, , , , , , , , ,nan,51,4.0,98.6,93.0,35,
12:59:05.001,43.737265,7.428273,1.2,0.4,0.0, ,3185920, , , , , , , , ,nan,52,3.9,98.6,93.0,35,
12:59:05.642,43.737268,7.428275,1.2,0.4,0.0, ,3186560, , , , , , , , ,nan,53,3.7,98.6,93.0,35,
12:59:06.282,43.737271,7.428276,0.7,0.4,0.0, ,3187200, , , , , , , , ,nan,53,3.8,98.6,93.0,35,
